epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;56.73143246391956;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;5.916228881909342;0.13531967721911856;0.86468035;nan;1.0;0.0
1;3.995927132666526;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;3.7858824108343994;0.13531967721911856;0.86468035;nan;1.0;0.0
2;3.480249363075325;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;3.9594226934242367;0.13531967721911856;0.86468035;nan;1.0;0.0
3;3.65733114786189;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.063813412581668;0.13531967721911856;0.86468035;nan;1.0;0.0
4;3.7109420445260546;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.08718943906674;0.13531967721911856;0.86468035;nan;1.0;0.0
5;3.7193450523171045;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.080522874658112;0.13531967721911856;0.86468035;nan;1.0;0.0
6;3.7202619085995554;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.089097384707962;0.13531967721911856;0.86468035;nan;1.0;0.0
7;3.7202821906523744;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.082136876386267;0.13531967721911856;0.86468035;nan;1.0;0.0
8;3.7201873469268993;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.089770261431836;0.13531967721911856;0.86468035;nan;1.0;0.0
9;3.7200760106404056;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.093889056785295;0.13531967721911856;0.86468035;nan;1.0;0.0
10;3.719971501193947;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.08319981656113;0.13531967721911856;0.86468035;nan;1.0;0.0
11;3.7198813844201584;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.088146991717897;0.13531967721911856;0.86468035;nan;1.0;0.0
12;3.7197770850901235;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.073236996753108;0.13531967721911856;0.86468035;nan;1.0;0.0
13;3.7196721216462594;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.08822599099631;0.13531967721911856;0.86468035;nan;1.0;0.0
14;3.719569126507983;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.09042669186157;0.13531967721911856;0.86468035;nan;1.0;0.0
15;3.719480189221035;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.080936915825643;0.13531967721911856;0.86468035;nan;1.0;0.0
16;3.719393142084791;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.08687129396596;0.13531967721911856;0.86468035;nan;1.0;0.0
17;3.719311700562874;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.081352208431724;0.13531967721911856;0.86468035;nan;1.0;0.0
18;3.7192189074777375;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.089763490107399;0.13531967721911856;0.86468035;nan;1.0;0.0
19;3.719127669309957;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.083794264376053;0.13531967721911856;0.86468035;nan;1.0;0.0
20;3.7190260030638647;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.087049763369901;0.13531967721911856;0.86468035;nan;1.0;0.0
21;3.7189292481554426;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.093303916322601;0.13531967721911856;0.86468035;nan;1.0;0.0
22;3.718820658427323;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.081306513757309;0.13531967721911856;0.86468035;nan;1.0;0.0
23;3.7187326377474403;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.080256140653869;0.13531967721911856;0.86468035;nan;1.0;0.0
24;3.7186382124273667;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.078873007731139;0.13531967721911856;0.86468035;nan;1.0;0.0
25;3.718546188823275;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.084464587608825;0.13531967721911856;0.86468035;nan;1.0;0.0
26;3.718449167439993;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.089152194934185;0.13531967721911856;0.86468035;nan;1.0;0.0
27;3.7183379172627573;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.083750019156363;0.13531967721911856;0.86468035;nan;1.0;0.0
28;3.7182659821882713;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.085627175502197;0.13531967721911856;0.86468035;nan;1.0;0.0
29;3.7181735192063434;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.085425191603411;0.13531967721911856;0.86468035;nan;1.0;0.0
30;3.7180915089367;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.081753497239154;0.13531967721911856;0.86468035;nan;1.0;0.0
31;3.7180000350017983;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.086889209546042;0.13531967721911856;0.86468035;nan;1.0;0.0
32;3.717893088287225;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.082548609141013;0.13531967721911856;0.86468035;nan;1.0;0.0
33;3.717812071171378;0.88739616;0.5563019120352305;0.5;0.112603824070461;0.88739616;nan;1.0;0.0;0.86468035;0.5676598386095593;0.5;4.08553708583801;0.13531967721911856;0.86468035;nan;1.0;0.0
0;0.3270912679482632;0.8955906;0.4472903569653359;0.830144468998065;0.4629812438302073;0.91079783;0.5871886;0.97813934;0.2450495;0.8739913;0.45021260274969654;0.8000388574589857;0.3174525520618031;0.4691075514874142;0.8943009;0.5735294;0.9687724;0.26834863
1;0.2884527431798158;0.89726293;0.47288594082429874;0.8395278013258954;0.47798119742701634;0.9145365;0.59209156;0.97537535;0.28168318;0.8758535;0.46961657394335615;0.8119558309239514;0.3125384014671001;0.49430523917995445;0.89793193;0.58035713;0.9662599;0.29816514
