epoch;loss;train_kappa;train_mad;train_mape;train_mse;val_kappa;val_loss;val_mad;val_mape;val_mse
31;1.7157363878637553;0.5028358645211752;286.77936476943745;628.3374563806823;207942.57260935727;0.44025205326429984;1.8409728897809983;137.94007151837502;352.3936947231149;48589.17176869378
32;1.714621688231826;0.4947300784234375;282.31824902281244;606.1422528639513;197595.1186732688;0.4251723457369444;1.8311749829053878;135.5840809815;277.9486914035949;45997.43156318401
33;1.7289682789742946;0.5008331231214731;293.6033651023125;610.8637420864655;209941.2280708557;0.44398196029682246;1.8449265613555907;144.95808659099998;294.55322646796964;52175.06635701771
34;1.7088378024548292;0.5003318714664277;295.2888231254375;654.4243042717416;215916.2561533789;0.44088876524499077;1.8432360095977782;152.90810223750003;475.44006784548196;56130.859854709524
35;1.7138325368016958;0.510475558296863;283.7030276056875;660.2923944419134;210830.72044904064;0.4333516065438241;1.84081876039505;130.48552592325;324.5254527105135;43628.280743446114
36;1.7209230328500271;0.5125440569525426;278.3721387759375;610.0405281938472;201744.56173269218;0.4314049618456979;1.822445168375969;132.48544742824998;286.0902558142377;44682.87524905859
37;1.7068882636576892;0.5088732694296632;280.29899461668754;505.5335221437823;206117.65005611427;0.4408321602779133;1.846485109269619;123.06657824375;255.26954869488506;40715.8102284075
38;1.7049371511787177;0.5037962700421785;278.33887485425;649.6125267161722;196775.06493674274;0.4462507496839383;1.8404359335899354;128.94165231975;277.5463352651639;42219.93163336125
39;1.7078596978634595;0.5152009737437881;279.5550859919375;520.9112557878732;207853.43290434757;0.431061464804285;1.8413886674046516;124.41718511650001;278.59774786001583;41071.68511385606
40;1.709635266929865;0.5099354679268329;286.47697108362496;559.0653167780836;208762.72511035152;0.45098224278543586;1.8608815411925317;131.51649665674998;270.4677121863313;45037.220949798786
41;1.6971338305324315;0.5006583478529736;281.79752565225004;589.5251081683558;204429.6067440836;0.4446611664152028;1.8511972398757934;126.26035794625;304.98050169929263;41637.17811475792
42;1.6893927555531263;0.5061627035342795;290.6213164029375;624.7385266437027;207717.13804662586;0.440416901638119;1.8487174508571624;148.183178581625;357.3348052197437;53300.84152972899
43;1.693953111127019;0.5029514263520432;291.6580610153125;640.17999447322;215141.80753085625;0.451938126366091;1.8541387815475463;138.9277600835;307.6493995389126;49177.658580387724
44;1.7091722227633;0.5051654631974951;295.00158034606244;554.2141095654875;224620.90521042465;0.4284218111687743;1.849000179052353;141.89888417125;427.8934183769403;49452.75458742492
45;1.6987503124326468;0.5100410538017355;279.5450837517499;567.452285309789;203704.22411548643;0.4435154249681933;1.8552682039737702;116.38754882925;295.05340690895923;35344.34446740267
46;1.713817160859704;0.5059313501702072;279.5607625164375;542.7775841531527;202761.63077643877;0.4527492873922164;1.8567986155748368;119.04575560287499;291.95595192724994;36871.52726133564
47;1.705880159139633;0.488506152307427;283.34512945668746;519.9917101711992;206334.97655034333;0.4405187183312391;1.8589223014116287;131.2399574;315.4143317810884;43206.77784592021
48;1.7122858488857746;0.507103660029837;287.45044978468746;512.8373822975499;209745.79147508048;0.44901240782195184;1.8515105156302452;139.100066034625;334.79168360715977;47189.48684955979
49;1.703529174104333;0.5189134538300912;280.07422610612497;492.85868720575775;196414.48607883436;0.43853646430675364;1.8473290892243386;133.481537085875;277.9325481059831;45882.89808020347
50;1.690060112580657;0.5084390110371642;283.06449655393743;520.1748327610868;206862.08401116414;0.44390692312271673;1.8516094125509261;131.853554393125;273.30352491361054;44281.309056730286
51;1.6978482886403798;0.5199864601083735;270.480921744;534.3623135994379;196377.9517248708;0.4491844452091506;1.8322246679663658;117.289471208375;232.63119340938076;36676.292959863036
52;1.6883771792948246;0.5130471998316146;288.31611891656246;545.41115850691;210134.22654020126;0.4419059610008952;1.8458083840608597;139.68202230162498;337.26025954918975;48535.45679076782
53;1.6964551731497048;0.5091795346551015;271.73690790118746;445.0817757931347;195550.45704993574;0.4500193193498433;1.8207188809514046;128.581860443;230.86960091328996;41506.81065141255
54;1.6920229399502278;0.5042760741166714;290.21723052818754;532.7955289720462;212677.74233562307;0.4305594848851583;1.8466554557681083;145.41578399275;358.7330739917041;52526.157920510865
55;1.6953731147199869;0.5143174058955806;272.11023752231245;519.9643193642227;193417.89998985155;0.4445618927708407;1.8426168012619017;129.44657083562498;269.11372218979733;42996.22531155051
56;1.706939068749547;0.5155525390533388;276.9697183811875;516.6312863119977;202721.46875116508;0.45011598902657024;1.8507725968956947;122.97847948799999;250.398358439267;39782.41805476294
57;1.7055836519151926;0.504472641157176;284.63507189525;533.1766147256806;204472.1858202419;0.44402064600510005;1.8215520753264427;143.937920667;311.1401728789922;51528.2437189213
58;1.702148420765996;0.5076241185015105;284.2867831486875;464.36608870223796;209106.1305226121;0.43680751893512326;1.8480783291459084;132.74264272925;273.2108613819401;44851.916404554286
59;1.7080928882211446;0.5191411780928097;263.7992501895;473.699571645759;198679.72307559996;0.45305599564235255;1.8296431114673615;110.544262265375;251.6430588567248;32695.898260094957
60;1.6830599281787872;0.5108155170330142;288.25064314831246;502.27712696974913;210072.25055960446;0.4512036715404123;1.8390986999869348;142.99383492474996;270.0361605999075;50751.50875693486
61;1.692026997424662;0.5219263843330706;273.73249229975;450.4107984618479;197202.81128633177;0.44619449250836873;1.8385601503252984;134.88170483175;297.8772806507681;46533.91277610645
62;1.691419342905283;0.5186987501991661;278.9728548371875;464.92351978322495;198844.7555180253;0.43011200995228904;1.8378651693463326;139.547252779625;323.1085847223379;48473.68847322761
63;1.681402139402926;0.5086811578173192;283.2262436865625;573.0721524940112;203638.85434724356;0.46694570585045025;1.8215925787091256;134.481936473375;320.43092487716814;45706.83545228411
64;1.7098750912547112;0.5032690620782974;285.5449394579375;591.6048426235566;203971.32676289653;0.4405612476206745;1.8213375770449638;134.77562691175;330.85636203289835;45576.65804652082
65;1.7005313762202858;0.5221537870989004;267.39536006118755;471.6830497705401;195335.94828488302;0.43745380379639665;1.824985022008419;127.00253836412497;249.19236773843787;42752.33259448463
66;1.6830043717175722;0.5063083208427683;269.64586107825;524.1031755256921;192904.20067741844;0.4540406582911882;1.8494181473851203;120.482587780875;250.3410617139612;37071.23495199847
67;1.7007622174471617;0.5106580024260994;274.37057588218744;495.3007206105997;203630.2177477639;0.4540713709894836;1.834223697423935;128.0008326835;272.7473448669895;41806.233079832346
68;1.7069316525757312;0.5134077400286243;280.2713247365;553.7281248666998;199391.6892522577;0.4404077083899528;1.8502628473639489;134.11613229425;345.64959607123575;45699.3340832493
69;1.6935222447663545;0.5115483289561062;292.041895007375;516.1179750898829;206835.56813406126;0.4403699181427555;1.8204490638375281;151.26385058799997;371.5181799404515;56054.72906090331
70;1.6819819573611021;0.5115735688535683;274.2145176683125;506.1007806361042;200602.2377808105;0.45246995654774147;1.849368113219738;129.750307334125;256.649429851407;42611.05291432043
71;1.6942777159363032;0.5071187524509786;280.95425404837493;586.0158903468423;201709.5811875307;0.43946094211535824;1.8345075892210008;140.072324507;340.8774240956508;48783.985137729025
72;1.6999005850106477;0.5161917425674056;275.29155929575;552.9964985695766;201850.8644458383;0.44967600225634996;1.8425086280703544;129.4953887095;270.0317018942186;42882.469895575945
73;1.6827700755298138;0.5162011564230831;276.97003447149996;539.3632332643065;202750.76922159793;0.4500147711428343;1.8573263823390007;125.60901504124999;258.85668551703037;40801.53770604576
74;1.7088045243024825;0.5139542623963251;276.45612805087495;466.1510131346642;202057.99904216628;0.44211136496814596;1.8297243165373802;129.70385955312503;263.06604801661535;43325.87315305414
75;1.6923486301004886;0.513985230270089;290.16508141293747;558.0421685224259;207847.22584397794;0.44788209550414915;1.8375451821684838;147.39931570525;280.8275710695355;53502.51695672478
76;1.6934782081395388;0.5282924076074365;275.03160470075;571.4735946104772;203863.7418148731;0.4435041692365238;1.840662883400917;126.27027364262499;269.4246581611456;42483.40441633351
77;1.6974469389617444;0.5042467269436984;284.6416112223125;535.0456073553579;200321.58991044454;0.4338728661843879;1.830907655119896;144.658727031625;345.56806649464244;51640.62250073524
78;1.6777231459021569;0.5125874515544361;277.3302021485;505.9766921777839;199559.05539339394;0.4541476796849434;1.8365370814204216;124.704544794375;285.3217355952267;40643.215251733636
79;1.699601350352168;0.5041463941456099;290.10885335975;605.6180786957622;210291.2395637309;0.45382988735298857;1.8327359120845794;138.209914266125;281.8949870762224;47939.643809332796
80;1.7054066384136677;0.5089572056989375;281.912415739125;544.4868818108216;204927.21078167553;0.4420197502987707;1.8248873791694642;133.48591313974998;264.7553219330684;45202.800187774585
81;1.6811241819560527;0.5115103996989905;272.8093297813125;493.37192738405304;201589.95941180832;0.44224502404522614;1.8269596678614617;126.29992641024998;258.1558368380729;40530.95380991693
82;1.6962181316167115;0.5136333561221482;280.22956154068754;488.1865775263201;206442.0971519938;0.42289381361268186;1.837546119749546;132.17003636025;361.3331919891668;44143.419083073495
83;1.7000754021033644;0.5149134712119943;266.61029505024993;520.0911806149799;193385.84877981013;0.4345050623461394;1.8294726855754853;122.38796370362499;255.9813834809058;40218.950264942025
84;1.6823656091317534;0.5161676987533232;274.138423773875;525.1910499393641;194656.86366623192;0.4472811378411965;1.8235611662864686;127.75808573962499;316.7139621147364;41770.1380381769
85;1.6893930917233229;0.517856440988683;266.9471499578125;412.68032045061983;190831.3980933981;0.41649424239800115;1.8585114592313767;127.30152966375;259.57786237299115;42132.59618479939
86;1.6874539726376534;0.5143379328286957;276.8168647406875;499.5473868743043;199859.41792996688;0.446346445451119;1.822792318046093;136.795408713625;277.82451323202355;48111.77825260656
87;1.6790917145013808;0.5184540524704082;276.81356703012494;490.49643424814667;197912.74586116223;0.4262432358469401;1.8589287936687469;129.64803818675;311.4017292720416;43109.96743053605
88;1.7021317373663187;0.5070452347341503;273.6323026035625;525.7329481890216;196881.80020442602;0.43500358782920223;1.838410479426384;130.034495153375;256.2787825050328;44441.534284582005
89;1.6910233454555272;0.5155240026831978;258.928608186375;490.0018116984065;189119.83996922633;0.4384888199453799;1.8355956192612648;118.284997580625;288.5378851192828;37055.80405861239
90;1.7075378258526326;0.524428824135369;261.82717027362503;463.4197647914358;192912.00473634416;0.4519215292924601;1.831701214492321;119.58833629774999;243.6612848727719;37385.55998558533
91;1.700885516539216;0.5205808921066666;274.05078875931247;469.83723642273543;200767.3644164121;0.4455940465273692;1.8460186914205552;139.531472324625;313.6368484191476;48802.50344494484
92;1.6907220260202884;0.5106359824777886;273.0741817578125;423.6184899105069;198606.85187383206;0.45043754874176156;1.8411071025133132;141.85627224375;360.647481214363;48890.71327721093
93;1.691106197863817;0.512717869389691;280.7762007268125;489.46546631115757;206174.02542974972;0.42631055992150324;1.821169988334179;136.05390997375;267.8910648051755;47646.20539941869
94;1.6932469442486764;0.5121035142506195;278.03243026043754;526.3025993402898;203928.29143248682;0.43417196569142114;1.8175926866531371;134.666823561;301.4949504483312;46282.22671092085
95;1.707212954133749;0.5146687461642467;272.189965344625;476.59982623886174;200111.5539487396;0.43943778999203686;1.8198085284233094;128.423457967375;312.5690296330735;42682.4974281579
96;1.6902697002962233;0.5071259823924668;270.343103057;560.4134819185231;192904.47990347003;0.43815951777449824;1.8459048241972924;131.04790638575;274.5032636044846;44210.04577992691
97;1.6825080175623297;0.5218874726844855;270.04389805268744;512.885892183663;196584.39917770206;0.4521240211060912;1.8229724356532098;127.173826931875;278.18264086206557;42885.45352126163
98;1.6787553440630436;0.5258954284856134;269.6281320954375;424.6151141722238;203540.64686739267;0.45871786360956546;1.828451568365097;123.60556780625001;294.5945748897571;40269.99143908659
99;1.6942223909944296;0.5192006164513152;259.6888473680625;393.76573912305673;194174.16704445082;0.42090645153129136;1.8379444584846496;118.40216346737499;233.96939561432228;36793.57463500315
