epoch;decomp_loss;ihm_loss;los_loss;loss;pheno_loss;train_decomp_acc;train_decomp_auprc;train_decomp_auroc;train_decomp_minpse;train_decomp_prec0;train_decomp_prec1;train_decomp_rec0;train_decomp_rec1;train_ihm_acc;train_ihm_auprc;train_ihm_auroc;train_ihm_minpse;train_ihm_prec0;train_ihm_prec1;train_ihm_rec0;train_ihm_rec1;train_los_kappa;train_los_mad;train_los_mape;train_los_mse;train_pheno_auc_scores;train_pheno_ave_auc_macro;train_pheno_ave_auc_micro;train_pheno_ave_auc_weighted;val_decomp_acc;val_decomp_auprc;val_decomp_auroc;val_decomp_loss;val_decomp_minpse;val_decomp_prec0;val_decomp_prec1;val_decomp_rec0;val_decomp_rec1;val_ihm_acc;val_ihm_auprc;val_ihm_auroc;val_ihm_loss;val_ihm_minpse;val_ihm_prec0;val_ihm_prec1;val_ihm_rec0;val_ihm_rec1;val_los_kappa;val_los_loss;val_los_mad;val_los_mape;val_los_mse;val_loss;val_pheno_auc_scores;val_pheno_ave_auc_macro;val_pheno_ave_auc_micro;val_pheno_ave_auc_weighted;val_pheno_loss
10;0.050096049120257724;0.11575484736972831;1.7319437667702648;2.9702162217326062;0.2990535508123522;0.9893157;0.37912257247772535;0.9447249405127677;0.4016835485860978;0.98983675;0.769803;0.9994483;0.15239498;0.91385746;0.6158549832837815;0.9040314435944734;0.5715705765407555;0.9227831;0.75053763;0.98544085;0.3469185;0.5552453760276304;242.24273203682915;277.6774695733286;184562.2853909967;"""[0.8477949881768999, 0.9306293396719416, 0.7954293468981388, 0.7601550452762367, 0.8121725044379706, 0.7549968151306272, 0.7630057896508259, 0.7659291595717398, 0.8095862760980814, 0.8269124635948302, 0.8897983005665162, 0.8109038700377166, 0.782460786278175, 0.7588840768143288, 0.8007114949814539, 0.7783017984295385, 0.8049017591429656, 0.7829266138869613, 0.7448057511156129, 0.7936573500193661, 0.7617266723634564, 0.8399533409185933, 0.9136734489399495, 0.8407916302378817, 0.8929795991778186]""";0.810523528856705;0.8515077231822715;0.8055221890643591;0.97965753;0.3251331431133881;0.8901373569332445;0.10407963662864818;0.35788568972926516;0.98090696;0.6963283;0.99863666;0.13854748;0.8877106;0.5576687475674957;0.861400153408288;0.14853844504983124;0.5093457943925234;0.90353805;0.66190475;0.97444206;0.32476637;0.4465811032512884;1.313389575924871;103.5721747963621;184.59338241210583;32004.898099456972;2.4628006987960163;"""[0.7955493879527563, 0.9143970381267832, 0.7377307204027775, 0.6554434576299943, 0.7451315404846072, 0.6792531553728116, 0.7032009014182835, 0.6751327678420685, 0.7258013926353428, 0.7546615401873199, 0.8459362933527886, 0.7477245881144038, 0.7021251894936796, 0.6364004592143735, 0.7453085052816167, 0.7288363034988165, 0.7410944386487375, 0.7135442685637953, 0.6829486562443599, 0.7233993681799302, 0.6945203035169374, 0.7944732539723087, 0.8810559008260754, 0.804505496320412, 0.8488913359385809]""";0.7470826505287824;0.8050659340290547;0.7348304532447375;0.3589290071789276
11;0.049362384697897096;0.11534447624029562;1.725402966583523;2.958345005262037;0.2978092745500826;0.98927915;0.3894566825319208;0.9476291767685072;0.41608565242436885;0.9908622;0.6400422;0.998356;0.24098682;0.91440034;0.6222785373314533;0.9064924742882886;0.5642292490118577;0.9268293;0.72278136;0.98096853;0.39050916;0.550345612885621;247.14366797662586;271.7706470568217;187425.93587614875;"""[0.8501927582789924, 0.932282611231853, 0.7972143448415101, 0.7650323520078455, 0.8113868397353434, 0.7543668458860494, 0.7635315640308415, 0.7710050382696364, 0.8105453225207122, 0.8318594171581088, 0.8892403182024675, 0.800908802904054, 0.7840346633598401, 0.7590096163764747, 0.8024821650064757, 0.7754807700931444, 0.8027277183839042, 0.7885428684259903, 0.7424077014433353, 0.7950603806215867, 0.7625795927748329, 0.8390103352974597, 0.913397447342828, 0.8447325138500126, 0.8967493780262902]""";0.8113512546427836;0.852206083671472;0.8065138033320709;0.9782901;0.3222469043713537;0.8927014096355929;0.09359468850291817;0.36443991160972294;0.98293203;0.5122966;0.9950817;0.23017424;0.8887523;0.5741903890417178;0.8676630643679928;0.14441492395906408;0.530751708428246;0.9084249;0.6533865;0.96909416;0.3735763;0.46575033639279073;1.2475813045136466;113.37916393529709;198.21561673417918;38696.36619465018;2.352801394413936;"""[0.7991455399457138, 0.9176759366559035, 0.7292589261552666, 0.658954362289172, 0.7511672884233683, 0.6779664314305308, 0.705340229694559, 0.6994560178615352, 0.723917717818888, 0.7602103818473218, 0.8429113532005821, 0.7402374696222727, 0.70643770886615, 0.641805423874404, 0.7463288705268771, 0.7274837721357246, 0.747667175510616, 0.7090411678218862, 0.6861336282961139, 0.72320338036486, 0.6963399877384326, 0.7952393674541685, 0.879952893574433, 0.8103914961950531, 0.8558798046628858]""";0.7492858532786687;0.8056467422301643;0.7371747097955077;0.35895175759402387
12;0.049331205964568324;0.11525178304610326;1.7198957652134872;2.9497727105777702;0.29754750145136943;0.98952675;0.4045026849108747;0.9488223523396095;0.42274312435602757;0.9904268;0.725829;0.9990561;0.20557581;0.91388917;0.6269773460743577;0.9069081743906418;0.5704399406821552;0.9219887;0.7615894;0.9864347;0.34175333;0.5587064018122844;248.97399945518427;305.00853801986835;188692.7917865134;"""[0.8496815571325065, 0.9337982748883049, 0.8039585248237767, 0.7648939769632277, 0.8180015868328374, 0.7597847595260951, 0.7653722445565602, 0.7746809732973114, 0.8165439974595833, 0.8324606981845223, 0.8966873953070685, 0.8148414551677059, 0.7849231677630781, 0.7631781235623332, 0.8042317798848237, 0.7833868477930046, 0.8100460038339735, 0.7909653887273903, 0.7486747830111398, 0.8006278339595865, 0.7669389250179096, 0.8422250436709595, 0.9150150606551626, 0.8460417195892892, 0.898145350701925]""";0.8154042188924029;0.8541475597747594;0.8099860093705553;0.98043865;0.3365294262726821;0.8923733170553179;0.09702234821769554;0.3688827728562828;0.9823678;0.64828897;0.99792486;0.17596972;0.8867925;0.5566056463137268;0.8664292180678512;0.14187830884698138;0.5137614678899083;0.902084;0.6666667;0.9749732;0.32110092;0.43913259080078526;1.2362661261027883;116.58640881154533;203.3664373976808;38764.64503823597;2.335433578232996;"""[0.7987221819119752, 0.9124790646320695, 0.7353390320646493, 0.6635378375502423, 0.7566983446401994, 0.6865190386340713, 0.7050878967364445, 0.6967404946643392, 0.7316604866168207, 0.7646814135200886, 0.8484771086133303, 0.753621618290463, 0.7080084295818329, 0.6453822469141088, 0.7467718622464069, 0.7398682425194602, 0.7526185740975111, 0.7206435989181421, 0.6857723183253974, 0.7338730954650312, 0.7059941267921921, 0.8017484528121159, 0.8817770991574518, 0.8125753261831049, 0.8545760212389533]""";0.7537269564850559;0.8077344165759623;0.7415832861665872;0.35563637704251233
13;0.049039178722578645;0.11302433892513632;1.721467135284822;2.9510104899271403;0.2971657388396292;0.989532;0.4067851069240703;0.950194920429501;0.4219778915936641;0.9905367;0.7151713;0.9989481;0.2167593;0.9136002;0.6235677412223721;0.9072215218506644;0.5734714003944773;0.92921513;0.6970199;0.9770317;0.4151874;0.559668309543161;250.01528846508077;294.34909341857656;187934.89331375354;"""[0.8488054841839398, 0.9341137118866294, 0.8010035887341006, 0.7632329713305714, 0.8168080682871082, 0.7623998893163715, 0.7610772091341728, 0.7757991799914633, 0.8142349386820518, 0.8319736369099998, 0.8950000789949216, 0.8107165361869131, 0.7833086299615878, 0.7623245678837931, 0.8009914797665909, 0.784788318452381, 0.8079368034933104, 0.7849681149279919, 0.7506934438507127, 0.8028142204080359, 0.7629647079350254, 0.8406328574084753, 0.9134644783068004, 0.8440007718489061, 0.8985995799160016]""";0.8141061307119142;0.8531037742135986;0.8083761370408377;0.97939616;0.32549266098007756;0.891750538995697;0.0945665747691206;0.35290608488154085;0.98220015;0.5937257;0.9970017;0.195176;0.8819914;0.5656651749722639;0.8643238912917701;0.1421008554706539;0.5191873589164786;0.90829694;0.599278;0.96056837;0.3781321;0.424850250379913;1.2745613097545772;125.0385398329129;222.05710458286626;45136.95828527142;2.3920444339359412;"""[0.796586456700102, 0.9182928133085295, 0.7324300335690497, 0.6558197193830464, 0.7499995708250289, 0.6797047782062466, 0.6953455094364394, 0.6859189040888536, 0.726449302863134, 0.7585096183509908, 0.8534638791662724, 0.7377757581632818, 0.7028309838735236, 0.6447527638072368, 0.7424040899913739, 0.7313543526387203, 0.7394868585732166, 0.713148544870119, 0.6853968355034861, 0.7259325521920811, 0.7013853968070213, 0.7951092910178313, 0.8767068245519224, 0.8077488947006086, 0.8533096371806048]""";0.7483945347907489;0.8048311885709437;0.7359315660864693;0.35721572323302764
14;0.04850575162955187;0.11132116142390446;1.713778633782759;2.9377593761943963;0.29632144241714264;0.98953116;0.4163795803580018;0.949585511037905;0.432627907898387;0.99015623;0.7702929;0.99933904;0.18240003;0.9146219;0.6365950366317652;0.9095493411473682;0.5765810276679841;0.9209463;0.7883041;0.98862207;0.33300394;0.5654467861520206;243.3364161319419;299.6275620285653;183729.98222882499;"""[0.8502710689484521, 0.9343560643558471, 0.8048954897448867, 0.7679600567944356, 0.821350206991955, 0.7643097767175436, 0.7658693816341862, 0.7801214175818467, 0.8169632958820119, 0.8354312554650964, 0.8969475840255487, 0.8165456156764579, 0.7874976912605678, 0.7658758166432669, 0.8038903411826364, 0.7806809383880295, 0.8122949286474228, 0.7943420970860379, 0.7501563125447455, 0.8035639838839351, 0.7655885755219216, 0.8410534425593861, 0.9134721474432579, 0.845290051622576, 0.8986309118572386]""";0.8166943380983716;0.855450850132012;0.811434709297738;0.9800967;0.34556877738473124;0.8959046486820206;0.09995213442336165;0.3736235595390525;0.98151696;0.6930057;0.99845505;0.15646607;0.8882026;0.5638162289138324;0.8662283021885417;0.14034466788906833;0.5204545454545455;0.8982055;0.7109827;0.982162;0.28275862;0.46840062353212697;1.308712885417588;120.58708709779417;254.80038760898807;39943.695856397586;2.4468265123895714;"""[0.7943227563698758, 0.9080573980201287, 0.7355438468028207, 0.6665983334223892, 0.746787515722047, 0.6861013514194926, 0.7005264164980923, 0.6965314567374818, 0.7334572378139971, 0.7625440916355282, 0.8517886269754589, 0.7466137770897833, 0.7039649390465046, 0.6472383449441401, 0.7410076645931714, 0.7151569679794239, 0.7341916410904495, 0.7176450687946474, 0.6884757152953226, 0.7031296786062958, 0.6995289944718255, 0.7951816927514762, 0.8777574197461067, 0.8079640144985089, 0.8533338284388615]""";0.7485379511505531;0.8051692957014849;0.737900284901815;0.35573611676159694
15;0.04874798850162055;0.11118963077603744;1.7200347367820972;2.946893566280918;0.2958555477367779;0.9896484;0.4171268587250765;0.9493237786553108;0.4320416310803027;0.99065876;0.7210235;0.9989419;0.2249985;0.9157607;0.6406196960424628;0.9103575128906518;0.5901639344262295;0.9272544;0.73457944;0.9821653;0.390462;0.5684897885131315;238.91119297629194;292.16490115541114;182814.41342649792;"""[0.8520698141458375, 0.933158358182792, 0.8018677261498489, 0.7673183139534884, 0.8166361064344216, 0.7646764114982084, 0.7682024779583776, 0.7736974339069866, 0.8139074392298219, 0.8350905747052491, 0.8960082327276255, 0.8169533345960175, 0.7877806363784303, 0.7634020285901774, 0.8024988467262008, 0.7898883345885956, 0.8109259939234363, 0.7966355879814374, 0.7526911906928778, 0.8066499361817723, 0.7689703227531431, 0.8410918586786629, 0.9152344192020558, 0.8447315323904071, 0.9008127698399586]""";0.8168359872566333;0.8555337845969607;0.8110675369274072;0.97926545;0.33641532009516995;0.893583106646843;0.09667873938409037;0.3698418156808803;0.98233396;0.5750998;0.9967268;0.19817728;0.8875849;0.5599853439321404;0.865513447037121;0.14323156361137243;0.5184331797235023;0.9081803;0.63374484;0.96831614;0.35897437;0.43270189952058913;1.2655404003518582;109.46675349610788;190.3860204795036;35884.716591729426;2.3797379992405263;"""[0.7973552039474496, 0.9141174551316589, 0.7215862788433792, 0.6636668903162031, 0.7438341734297542, 0.6942578550577817, 0.6983243216749538, 0.682541273727117, 0.7187910299424531, 0.7629263196370947, 0.8484267875119024, 0.7538230396072824, 0.7051337146356983, 0.6418910390628547, 0.742932200100733, 0.731355209924744, 0.7344892044294028, 0.7219560876441116, 0.680047905002518, 0.7304730874093973, 0.692881747532031, 0.796202008761828, 0.8797063057931334, 0.8151210111690435, 0.8607169203535517]""";0.7493022828258432;0.8059285965948731;0.7372732194658866;0.35610233794349905
16;0.047956039603108715;0.11303782590614764;1.7125358943208464;2.934985985774454;0.2956185391848118;0.989507;0.41735366031347415;0.9518872324947627;0.4301200767541691;0.9908071;0.6840506;0.99864465;0.24052937;0.9148782;0.642222894317867;0.9116225483579177;0.5825147347740668;0.92547464;0.74127907;0.9832223;0.37777779;0.5640551609901503;254.51618104561604;331.93187874104984;188257.6564444866;"""[0.8516127695712078, 0.9368068358893696, 0.8086682372437837, 0.7680012124647069, 0.8227699001052329, 0.7668281343771882, 0.7674221593768059, 0.7763699500468798, 0.8151868011756692, 0.83610516623738, 0.9004307195181299, 0.8217445984941343, 0.7872022814714319, 0.7674872901424123, 0.8051581265147285, 0.7914181596087038, 0.8166393066549505, 0.7961338917917641, 0.7526981311975591, 0.8077184063462155, 0.768691032711296, 0.8405876493463219, 0.9144496411750437, 0.8486815692692586, 0.8956479782550087]""";0.8185783979594073;0.8567814722547358;0.8128785909984836;0.9786124;0.337517713689407;0.8948392926138861;0.09523945431346478;0.37474279835390945;0.98218864;0.56359947;0.9961859;0.21424897;0.8875849;0.5657893864264881;0.8654376878631679;0.14618338122907065;0.5164835164835165;0.90582365;0.6523605;0.9711024;0.3494253;0.44336410743269006;1.2608500948844423;120.06310756852073;240.43982214670848;41108.459868012265;2.369800793958073;"""[0.7945006845844519, 0.9140709623056454, 0.7400239521977552, 0.6629854628872274, 0.7553907027890421, 0.6861829293185026, 0.7084850753551235, 0.6837287974296343, 0.7282253561744951, 0.7618056331604373, 0.8560585044567546, 0.7555103223368189, 0.7004995223937378, 0.6501383000483942, 0.7475461885565442, 0.7399769422282577, 0.7431253839650925, 0.7258572591850889, 0.6925625842326998, 0.7155832411209284, 0.7037782862584806, 0.7881856830564052, 0.8767777755953201, 0.8138343758670918, 0.8520503882042576]""";0.7518753725483275;0.8078079751081607;0.7400832856919014;0.35404951824365016
17;0.04775883827636691;0.11059241330143538;1.704719944029368;2.9222694407033627;0.2953122084402892;0.9895909;0.4274584725771124;0.9525976107152014;0.4378298250815298;0.9901892;0.78310674;0.99936575;0.18783602;0.9181378;0.659719387909938;0.9162300151074116;0.5978314440611139;0.9305026;0.7399142;0.9809769;0.42483982;0.5697348597496825;249.63381272352257;328.85990576503707;187068.60687095532;"""[0.851064991706475, 0.935571503329697, 0.8098457020176775, 0.7688719611917585, 0.8185456405324021, 0.7640937341690888, 0.7675634446458224, 0.7798131260221255, 0.815854492501886, 0.8373300548354203, 0.896696773865291, 0.8143102971076762, 0.788542588561673, 0.7654471589368956, 0.8036393266218524, 0.7946176156983279, 0.8107339184787816, 0.7934849153404004, 0.7518847466472981, 0.8120303370599784, 0.7693523463792632, 0.8416418826053647, 0.9158568494618946, 0.848769261652477, 0.9009767175250658]""";0.8182615754757837;0.8563855610423085;0.8122976471482479;0.9792311;0.32780464988887953;0.8905658668551988;0.09496722412208662;0.35626576955424727;0.9810549;0.65083706;0.9980274;0.16021867;0.8795553;0.5545095467311638;0.8624691705668732;0.14511182156958105;0.5247747747747747;0.9066937;0.5928571;0.95922744;0.37556562;0.43814258810542694;1.2568985536715578;117.10147779937566;226.42685266504859;40394.2676160999;2.3646653050849435;"""[0.7973115408906609, 0.918454541768305, 0.7357304275957228, 0.6639544432228249, 0.7555725529659966, 0.6785497123297745, 0.7049856547219249, 0.6956874597387723, 0.7271582286275222, 0.7625767524691898, 0.8565626985502224, 0.7534060823848505, 0.7058631854747373, 0.6500400901585836, 0.7406080423844721, 0.7299333729417755, 0.7430301481372614, 0.7122504823141567, 0.6802111380290499, 0.7369300788586404, 0.701016201706452, 0.7938278577862512, 0.8795665475044686, 0.8137111667288353, 0.86086960843551]""";0.7519123206290385;0.807670700270892;0.7397356823537486;0.35532788952671923
18;0.04728983412646709;0.1104756949846391;1.7043908049039613;2.9208163889430088;0.2948452050324482;0.98972183;0.4321218260434875;0.9503663349228252;0.4382862568241158;0.990425;0.7725395;0.999257;0.20711686;0.9187472;0.6612748904437663;0.9134951097381283;0.5980246913580247;0.92616814;0.7893114;0.9871255;0.3800099;0.5764814312053386;236.7778055255562;272.898091776092;180517.86272412402;"""[0.8528364420638761, 0.936894446494374, 0.8070365649831573, 0.7713581665219938, 0.826733586746985, 0.7659505996459969, 0.768946174244997, 0.7803542090751274, 0.8177466241125142, 0.8375168034718155, 0.9021502664308866, 0.8222140935791814, 0.7908369943765137, 0.768178063299833, 0.8065628526994586, 0.7940494143264649, 0.8210608358864075, 0.7990020334254212, 0.7542418044916657, 0.8094344337735554, 0.7701756634180823, 0.8424113019382202, 0.9161489069120501, 0.8513585161064782, 0.9028679915733784]""";0.8206426715839373;0.8580685232373337;0.814817340596114;0.9790924;0.319850743350894;0.8897225268580207;0.09706862237341872;0.359439966058549;0.9818254;0.5668164;0.99708384;0.17131947;0.8840097;0.541345270902257;0.8634283772935187;0.14013572659346868;0.5125284738041003;0.90207523;0.6284404;0.971708;0.3120729;0.4442299149454756;1.275073257014284;109.60285577306561;197.7866119707778;35239.20049135387;2.39304845349191;"""[0.8007110498656285, 0.916262965705713, 0.7331652281337768, 0.6663216579331892, 0.7558473047759245, 0.6892789500828478, 0.7100980971242602, 0.7013857943381457, 0.7277002940891903, 0.7630164269237321, 0.862186938580125, 0.754110456936844, 0.7067280352229481, 0.6470894727699317, 0.7455112416551481, 0.743209599361373, 0.748256852037691, 0.7281968704809989, 0.690649269878435, 0.7185195844544926, 0.6897530530800852, 0.7946638755002994, 0.8835728333758974, 0.8112965477171535, 0.8507544765609282]""";0.7535314750633905;0.808986141722686;0.741374633557965;0.35534278841917566
19;0.04744423844172582;0.11022111166895329;1.7015376935198465;2.9159183777285445;0.2941233761108034;0.9898099;0.4376809047520298;0.9539202609571398;0.44271740852209723;0.9904901;0.7813232;0.9992802;0.2113892;0.9186163;0.660847705464083;0.9161715605226624;0.5945679012345679;0.9297172;0.7517857;0.9825454;0.41580248;0.5782402859428724;232.6569525161669;247.83899105224467;178981.75403125744;"""[0.8540423182460416, 0.9372598519078819, 0.8094092802791153, 0.7716569150681973, 0.8230221351645366, 0.7675007319528392, 0.7690392502137208, 0.7818125869649915, 0.8187563406679438, 0.8378088524082035, 0.8969782167031508, 0.8143268248294768, 0.7896939070249887, 0.7665294238514637, 0.8067126000189933, 0.7928040972030468, 0.8158951727621908, 0.7954377376467616, 0.7571607123521147, 0.8127817038305332, 0.7675020078759985, 0.8456171272370971, 0.91724434783839, 0.8529757476806941, 0.9027991233722713]""";0.8201906805240258;0.8577861064080755;0.8142637307429472;0.9793699;0.34164740348557254;0.8959803295674318;0.09455260435673885;0.3668618670341027;0.9811115;0.67533356;0.99810797;0.16999656;0.8915998;0.5770768952296896;0.8729175674327334;0.13841439829203148;0.5397196261682243;0.91106653;0.65587044;0.9697509;0.37850466;0.4276457200971203;1.2597515459918391;106.50725257288569;202.43806219995258;35074.14033400655;2.367524204439766;"""[0.7930262084315736, 0.916067680319516, 0.733630430150653, 0.6684671165482443, 0.7559040426363184, 0.6881200671726608, 0.6986820555487807, 0.7052475355066818, 0.7237604744851717, 0.7616042466556405, 0.8585912313788943, 0.7535186906689897, 0.7022790279462438, 0.647738994988901, 0.7453479365624922, 0.7341996723414947, 0.7421206975182, 0.7260459987397605, 0.6771932302444763, 0.7231816798000609, 0.6959960028121279, 0.7916057406480072, 0.8785519543659592, 0.8110210361573615, 0.8601574922389643]""";0.751682369754687;0.8072766598981492;0.739182288647927;0.3556613946817973
20;0.047560306977008006;0.11101280388668974;1.6950433612200766;2.906806395889189;0.2944784865453467;0.98985475;0.4457705670484421;0.9554827374688838;0.44906523468575976;0.99052596;0.783223;0.9992896;0.21169873;0.91987735;0.6687712662812634;0.919070570871049;0.6015896671634376;0.92817026;0.7823529;0.98605704;0.39642325;0.5787623908598172;242.51484832019858;292.79460239613337;183975.19367722084;"""[0.8532428933681201, 0.9366950785215292, 0.8113689208266305, 0.7721266515722669, 0.827283667879086, 0.7684797484144701, 0.7717911367183297, 0.7853456951739386, 0.8204816851934883, 0.8395151779232363, 0.9008380338436744, 0.8115936747693949, 0.7920663551533393, 0.767382930931283, 0.8059850132289319, 0.7916212823004279, 0.8214602776928905, 0.7985553935380933, 0.7575231655623982, 0.8103815542005821, 0.7716819780742856, 0.8445633513232489, 0.9193652625433912, 0.8506576442101738, 0.9042008859709587]""";0.8213682983573668;0.8583256954449132;0.8153786777968864;0.9789864;0.31713757999575604;0.8898914912132061;0.09526296334203466;0.3524147247551503;0.9815979;0.57718897;0.9972082;0.16934258;0.88357013;0.5313600753022282;0.8572904731387438;0.14901654356262245;0.5146726862302483;0.90169376;0.6431718;0.97103006;0.33031675;0.43862936829577337;1.3028812116645527;116.19695379701939;215.5201516001862;38803.307821566654;2.4345641053091542;"""[0.7951142681386063, 0.9174685659959657, 0.7353256822984222, 0.6631174465412525, 0.7580813556599606, 0.6883833106053262, 0.7081249971310579, 0.6818924542899572, 0.7269645014262366, 0.7655704288123125, 0.8599502245089898, 0.7419119712503853, 0.7034148887598195, 0.6462581757612772, 0.742781060763789, 0.7468033487003586, 0.7508599424361521, 0.7340266406254652, 0.68169834236842, 0.7290705023650301, 0.7032181114411737, 0.8010876766551465, 0.881918609599759, 0.8165781765750495, 0.8535523195189126]""";0.753326920089153;0.8085725668559299;0.7406224947213689;0.3551760109556917
21;0.0468990227321048;0.10973592939875039;1.7017463450032033;2.9155326691949983;0.2940669417679144;0.98991954;0.4507702943387586;0.9550192044600675;0.45357674372457585;0.99066854;0.7748149;0.9992091;0.22428812;0.9187758;0.6767077207277222;0.918400412555769;0.6100940128649184;0.92404693;0.8175676;0.9898222;0.3592281;0.580268955696368;239.47845779214057;287.49559962375116;182959.49634388232;"""[0.8544639437047908, 0.9384047082519369, 0.8104789396107193, 0.7718516814117596, 0.8257343786422618, 0.7703830316305016, 0.7696103343402593, 0.7878059821420824, 0.8193096520804413, 0.8372296999975017, 0.9038221812445955, 0.8206726300505117, 0.7901737524680614, 0.7691600980870326, 0.8071931201706807, 0.795424600193021, 0.8195529122508878, 0.7959246072611299, 0.7564897930087278, 0.8136576737557286, 0.771527716366909, 0.8427610366863891, 0.9200138199435623, 0.8527451753656491, 0.9057559945154242]""";0.8220058985272226;0.8589935631889948;0.8157665103201293;0.9796508;0.3383807589109503;0.8929070427823274;0.09793422595742377;0.3645219174570623;0.98156816;0.65516126;0.99792844;0.17357491;0.88853705;0.553173764246797;0.8646195016660387;0.14017568969236022;0.5128205128205128;0.89976454;0.7081081;0.9802125;0.3053613;0.4291167056249907;1.2492685809163129;108.26891726293643;183.39032789609388;35681.753474494435;2.3544968327142217;"""[0.7967742052455425, 0.912764407626937, 0.7357515496215025, 0.6611932883165005, 0.757089724804744, 0.6910634610493875, 0.7046128406975452, 0.6960939554367933, 0.7313422688545883, 0.7624296040994841, 0.8627763194712788, 0.7574631123194768, 0.7002117610344238, 0.6490087985216184, 0.7419941116843068, 0.7379452413285803, 0.7487037712816101, 0.7157976467990305, 0.6799368178721207, 0.7288042593261259, 0.7007429542349356, 0.7971142847459349, 0.8843200072091769, 0.8137776821254817, 0.854014088057102]""";0.7528690464705692;0.8087943864171225;0.7404755489827688;0.35462460030362025
22;0.04745960188295272;0.10907498020522655;1.6978996672940083;2.911648340294058;0.29552424264774924;0.9898269;0.44177791672176636;0.9551029818314825;0.4491147371968991;0.9911581;0.6990195;0.9986118;0.26573744;0.9204235;0.681798648532429;0.9213249187278713;0.6146607231302625;0.9279391;0.7932068;0.98700565;0.39404467;0.5845201110672404;244.55792749949873;307.6208138334241;184505.57901389437;"""[0.8559286136683288, 0.9375879773444354, 0.8159136785786393, 0.7712258670142328, 0.8273566809726005, 0.7707906777279575, 0.7684826032327092, 0.787858887362981, 0.8217676674985845, 0.8396330420869004, 0.8986760409374878, 0.8179781458330554, 0.7912638810309652, 0.7702253368411791, 0.8067723623337255, 0.7959325194177427, 0.8193461796923388, 0.8002060977600703, 0.7555878804008184, 0.8118159177295109, 0.7716713953344794, 0.8457967589848827, 0.9195097476680573, 0.8555725637925584, 0.9052644981147582]""";0.8224866008543599;0.8593943297741535;0.8164140471602431;0.9789576;0.3309987678889821;0.8919328225615268;0.09629358860126012;0.3638857926776987;0.98261064;0.55064416;0.9961148;0.21264368;0.88696724;0.5503979297922887;0.8631879273250441;0.14465160631170865;0.5277777777777778;0.90158;0.665;0.9761226;0.30787036;0.4372866238046551;1.2653163018845592;115.13907399970415;210.78523626332327;39410.53862857239;2.3790563787663306;"""[0.7935650098160357, 0.9113160235233677, 0.7417134555357905, 0.6636921987232376, 0.7513104560599309, 0.691966789225287, 0.7031506416185025, 0.69951882092887, 0.7320693817750304, 0.761590939604188, 0.8604320398519517, 0.747603820151334, 0.7021928538238258, 0.648415984908087, 0.7434936392494791, 0.7418398657172793, 0.7412722317655291, 0.7250390716170184, 0.678317579189796, 0.7283151666233307, 0.6995681912518249, 0.7987647375508141, 0.8826727004057464, 0.8152255427724315, 0.8623922851583382]""";0.7530175770738812;0.8082057610317501;0.7402165156558012;0.3558580236174102
23;0.04644008664509177;0.10936461727928719;1.692386470471138;2.9009787530120645;0.2940860399367212;0.98981386;0.44503213734305;0.9564436445633192;0.4490566787936622;0.9905648;0.7685035;0.9992076;0.21653645;0.91857094;0.6663627116575954;0.9197639421295468;0.5931784478497282;0.9274985;0.77228683;0.9852378;0.39396936;0.5853828790847667;233.52751597946101;288.2570597421192;176898.8142484981;"""[0.8536935746942474, 0.9374166046873604, 0.8116295897379504, 0.7703162037489921, 0.8282528836957885, 0.7728845533302189, 0.7681727448988565, 0.7884958261962665, 0.8198710080241178, 0.83920629696119, 0.9011307995168388, 0.8223713038963183, 0.7911412527109595, 0.7687258401674796, 0.8061767125450721, 0.7967223852232009, 0.820400980542689, 0.7951063253985147, 0.756340093786834, 0.8165742954049564, 0.7724973449541117, 0.8444053875627918, 0.9187635766755111, 0.855437640578002, 0.9041836276054609]""";0.8223966741017493;0.8591373696388604;0.8160399339736989;0.9801156;0.3284113356293127;0.8904655706844937;0.09605862647663375;0.34888140278137686;0.98208594;0.65362954;0.99787605;0.18045957;0.88425046;0.5502797713470953;0.8678940995013796;0.14327863932760895;0.524822695035461;0.90508705;0.6223176;0.9678715;0.3427896;0.4418628542434144;1.2754015189814354;114.8293102570784;208.39443765654417;39219.80962845595;2.392969824197135;"""[0.7999227529025172, 0.9112608215922594, 0.7371236981024396, 0.6679202004319026, 0.7543537644307863, 0.6893567873486575, 0.7088146010201314, 0.7028393254634879, 0.7291306701640144, 0.765753307637636, 0.8561857621171933, 0.7488378125718873, 0.7044856087393034, 0.6478184164313524, 0.7439420621151311, 0.7458254039529298, 0.7447429698462554, 0.7307811591688655, 0.6724219379178761, 0.7309275784286169, 0.7067764492529022, 0.7990251250199902, 0.8819670632108451, 0.8180631919124827, 0.8548424897330781]""";0.7541247583805015;0.8094927477517313;0.7416324259161008;0.35515318996882705
