epoch;loss;train_auc_scores;train_ave_auc_macro;train_ave_auc_micro;train_ave_auc_weighted;val_auc_scores;val_ave_auc_macro;val_ave_auc_micro;val_ave_auc_weighted;val_loss
20;0.2804611642863074;"""[0.8740425665494727, 0.9528108579426814, 0.8547911122595828, 0.7921398544808527, 0.8712533166852212, 0.8064834940921499, 0.8001638078289766, 0.8187845973944702, 0.8480180736784708, 0.8678757115005977, 0.9306428592063678, 0.8652814178501398, 0.8080587298696107, 0.7954843375153604, 0.8252314228897233, 0.8330190878653991, 0.8667777875356422, 0.8368890427027798, 0.7787863247361879, 0.843515500418975, 0.7855473846389919, 0.8689644025414579, 0.9403784149819688, 0.8894597899012244, 0.933266727325931]""";0.8515066648956895;0.8814581349272228;0.8440227229946549;"""[0.8026312481405903, 0.916814855864092, 0.7580813990100964, 0.6754439784364712, 0.7670415590951476, 0.69745618236222, 0.7195070274998432, 0.7041641563036625, 0.7404270969032436, 0.7801987692105177, 0.8759689922480621, 0.7766544216101605, 0.7126604153268966, 0.6665535890332259, 0.7549233826453925, 0.7481185765470161, 0.7588997027634087, 0.7325646985450239, 0.6992394661849134, 0.7302796962239687, 0.6937610646022745, 0.8054408440729575, 0.892133836032402, 0.8289456184057726, 0.8762729405512376]""";0.764567340704744;0.8179021224581701;0.7531416665699422;0.3489891256657
21;0.2799321530909091;"""[0.87592687339805, 0.9557086679479445, 0.8559623800802103, 0.793581058581, 0.8744117862254135, 0.8085598876444902, 0.801174673215965, 0.8226807132456067, 0.8519634225900058, 0.8698950462148167, 0.9310923973396544, 0.8640770708069297, 0.8118131018675038, 0.7979047422533737, 0.8261212509132287, 0.8310968922761123, 0.8698710235399238, 0.838515503239509, 0.7771715275105574, 0.8466029489400971, 0.7877494559517509, 0.8703692672435099, 0.9416467241746419, 0.8873601037236155, 0.9341331491639351]""";0.8530155867235137;0.8823664200230062;0.8457229534791831;"""[0.8037275292390624, 0.9166493897092287, 0.769433030251208, 0.6719135810899397, 0.7638639281129653, 0.690301351791625, 0.7161674434205847, 0.706994977937276, 0.740281967342571, 0.7812912005834394, 0.8764889106550864, 0.7881415815507162, 0.7165788868043432, 0.665051864032187, 0.7536411541108904, 0.7572303551611682, 0.7647020050742772, 0.7311263966283172, 0.6941846336507651, 0.7438301285358361, 0.6898883136803757, 0.8075960868662712, 0.8915903914701133, 0.8262753303736158, 0.8771646156630972]""";0.7657646021493986;0.8182919887763738;0.7536017854520161;0.3486235273294145
22;0.27936095168430364;"""[0.8772196661403227, 0.9565221162669147, 0.8607355694178289, 0.7940521900113471, 0.8771101631796009, 0.8059235593542636, 0.802785727481266, 0.8250703061697086, 0.8524380102079896, 0.8720313524803449, 0.9303163469342492, 0.8664482603640459, 0.8110889577785684, 0.7983951133489847, 0.8282835328641195, 0.8341096683799901, 0.870698939142305, 0.8414328209199295, 0.779556712433257, 0.847513213035568, 0.7830091535149443, 0.8689207685174538, 0.9424578431654047, 0.8908209922466791, 0.934125686021338]""";0.8540426667750569;0.8827453368435003;0.8466968971138495;"""[0.7999680143891679, 0.91375647633174, 0.7657186113865192, 0.6711118125147952, 0.7602083312664693, 0.699093358331928, 0.7156184655717925, 0.7101468683403024, 0.7434271408154228, 0.7781255556500429, 0.8672938720306134, 0.7824232420026361, 0.7109659529285995, 0.6639869155203485, 0.7484911328640997, 0.7498394907925116, 0.7631523671309735, 0.7340923407888038, 0.6881843389612623, 0.7363315513930906, 0.6926175084162846, 0.8072343570545217, 0.8924022672879068, 0.8288620698794885, 0.8738656002285223]""";0.7638767056751138;0.8162139899677233;0.7521406701568043;0.3498965212275667
23;0.2786060285363046;"""[0.8787572849939103, 0.9563710752713989, 0.8652581249326633, 0.7978331979761284, 0.8802777196585554, 0.8127197117178268, 0.8061607717954952, 0.8267936321421758, 0.8543968349904891, 0.873840750717487, 0.9322005301258284, 0.8668863391338495, 0.8133632541048303, 0.8015941025162874, 0.8281494351257199, 0.8386066568592223, 0.8737240945282468, 0.8438893167683115, 0.782524054650008, 0.8523157244160233, 0.7888906024893664, 0.8716464400766338, 0.9425627670489368, 0.8918407149226162, 0.9377919853452239]""";0.8567358048922895;0.8852520529684971;0.8491413650761696;"""[0.8027261214323532, 0.9127333428551025, 0.7665662068033627, 0.6793482094704528, 0.7638975087108388, 0.6919983654889692, 0.7223039437934705, 0.7001461087269469, 0.7390232524496395, 0.7802746371336451, 0.8728933892923982, 0.7794966145648082, 0.7163580720274405, 0.6675264022099627, 0.7543730206560787, 0.746840728674345, 0.762086274627854, 0.7399574537220377, 0.6826522273701887, 0.7487342618597277, 0.7004779064579193, 0.8061579083383466, 0.8922632392007772, 0.8280848538650859, 0.8748408778269577]""";0.7652704371023485;0.8174356701546653;0.7539849136442307;0.34903248956973987
24;0.27803627049373564;"""[0.879939949975112, 0.9558335027761512, 0.8679078033515042, 0.7999740672447695, 0.8823649239175351, 0.8133090539763809, 0.8049714493227285, 0.8279170542497221, 0.856740828871646, 0.875063421674378, 0.9328699776123348, 0.8665518332349964, 0.8137344601669426, 0.7997558584651437, 0.8290437129887431, 0.8380651292896206, 0.8781233813607736, 0.8440310282131116, 0.782548620945485, 0.8539327711193269, 0.7874416052404275, 0.8725020166699973, 0.9435485871749871, 0.8899482700488155, 0.9371963266786703]""";0.8573326253827722;0.8854460872192083;0.8497290689112934;"""[0.8023533243098689, 0.917104750470143, 0.7667119288028805, 0.6773333993949665, 0.7585647844531933, 0.6955603690568775, 0.7134263400878686, 0.7071926737431647, 0.7416903315365797, 0.7805264291185025, 0.8778647548085254, 0.7827900910325035, 0.712841197589311, 0.6596608456856018, 0.7528340519178658, 0.7501963849693942, 0.7599061863824381, 0.7401285857777932, 0.6905545516660506, 0.7337876917528918, 0.6924360080529192, 0.8054104169052071, 0.8934489593820933, 0.8262907892988396, 0.878443105301873]""";0.7646823180598942;0.817680576552036;0.7526863996262548;0.3491849264817342
25;0.2772799407150069;"""[0.8794983266358454, 0.9579501523298721, 0.8683564335576522, 0.7988669536762271, 0.8816427536203689, 0.8167406427985725, 0.8055816747546287, 0.829117169272346, 0.8563970429263615, 0.8759147345635867, 0.9327474534929505, 0.8703533385365819, 0.8145401083036341, 0.8037500667143038, 0.8296482116757935, 0.8404864234885517, 0.8770653691428184, 0.8455103575893571, 0.785645498960156, 0.8532067587683791, 0.7908541613861292, 0.8736730051678319, 0.9449481410452927, 0.8947970741991464, 0.938672679651839]""";0.8586385812903291;0.8865704722074471;0.8509606781603828;"""[0.7983920958132052, 0.9157260105059836, 0.7655795585243438, 0.6716949529409295, 0.7617741730868057, 0.6881586861928353, 0.7113869934361781, 0.7028414022255763, 0.7386456292048871, 0.780956622134257, 0.8732087932465249, 0.7876241147487992, 0.7146634138793116, 0.664645274600492, 0.7483596981547717, 0.7552023762449207, 0.7623095891629414, 0.7320976683471854, 0.6902025485647455, 0.7442797883514668, 0.6907803069730919, 0.8049270150997841, 0.8932793788613006, 0.8244352421873948, 0.8748905694082831]""";0.7638424760758405;0.8164170453620974;0.7519161808761244;0.34994862352710865
26;0.2766879869121303;"""[0.8817519351882477, 0.9588616380679018, 0.8677450856782716, 0.8015303324218792, 0.8880828470769452, 0.8140003835145272, 0.807471993233907, 0.834240318619444, 0.8600478424990835, 0.8778949624930055, 0.9347264478896493, 0.869990665652486, 0.8149234037558686, 0.8034066032755118, 0.8304290637181357, 0.8421383463094946, 0.8845327437486377, 0.8464566037985467, 0.7902979357064334, 0.854587292564764, 0.7927049439841619, 0.8749475401207872, 0.9456294189058775, 0.8963138263272559, 0.9404937982750371]""";0.8605282389130343;0.8879603837415483;0.8526385454320891;"""[0.8005853828752948, 0.9191894697525304, 0.7596786110577642, 0.6745186392698967, 0.7528034958809381, 0.6896555819741098, 0.7177356931180372, 0.7042515773745739, 0.7396687608430582, 0.7797292849277727, 0.8709128430152078, 0.7826079406004937, 0.7135225143591539, 0.6660215499614568, 0.7492090005062693, 0.7569737381881967, 0.7512774306877574, 0.7430555555555555, 0.683113909801482, 0.7492354395761859, 0.6986898637360326, 0.806041118023485, 0.8921391029113301, 0.822094867544739, 0.8754021588311245]""";0.763924541214898;0.8165372908172617;0.7519835719795752;0.3505978954210702
27;0.27631969833493164;"""[0.8829267058573371, 0.9575366523564397, 0.8680925977014899, 0.8002229667116953, 0.8855292009402881, 0.8142084345647711, 0.8070211999883994, 0.8336415180670278, 0.8612930155827272, 0.8782492334864973, 0.9368069256902037, 0.8696614359457169, 0.8149276924850899, 0.8039339824710456, 0.8304070986844698, 0.8459542385721872, 0.8794190302747181, 0.8461819044937384, 0.7887378203963505, 0.8566781187998657, 0.7951604136214365, 0.8738006316003263, 0.9458012551363415, 0.8967823918228852, 0.9408602266810351]""";0.8605533876772833;0.8875808897775442;0.8526148481237595;"""[0.7977704265382771, 0.9162120248103047, 0.7579799461814796, 0.6739976573798239, 0.7604660923091271, 0.6914242342254433, 0.7143486325521848, 0.6933479406377503, 0.7383253343552483, 0.7790499513089305, 0.8715846334669695, 0.7832456820835693, 0.7094462729441784, 0.6671448936772078, 0.7516359616473944, 0.7613580801277254, 0.756412679496438, 0.732408930804207, 0.6931727061999041, 0.731988539749831, 0.6898027405857867, 0.8061373902823414, 0.8876511867298806, 0.8246861325176785, 0.870993715290472]""";0.7624236714360861;0.8154885177516549;0.7509351264729329;0.3516663278109087
28;0.27588486618040203;"""[0.8825667391851757, 0.9577903427890273, 0.8715599479660374, 0.8033377432603763, 0.8906369697791393, 0.8177953955065755, 0.8074174545477798, 0.8370225410422477, 0.8621025065773333, 0.8805782614644304, 0.9379116786909258, 0.8727109371908149, 0.8178238376569603, 0.8060987890572027, 0.832271222338261, 0.8465682097626059, 0.8875560696995903, 0.8490138852367785, 0.7882933253415872, 0.8583016792543423, 0.7939777027084535, 0.8744028226937761, 0.9457123210802165, 0.895973195270214, 0.9414174660890196]""";0.8623536417675549;0.8890087353039013;0.8545349808311169;"""[0.8041922262830119, 0.9179341145130074, 0.7570999744812202, 0.6718240180211316, 0.7526337395045261, 0.6908730344518536, 0.7158461793393518, 0.7030720073652358, 0.7426080708053456, 0.780333119335442, 0.8732350829496722, 0.7875137614828088, 0.71208673883163, 0.661815336941163, 0.7528733921390869, 0.7619713339775509, 0.7535315518836743, 0.7347622145089796, 0.6835632836932556, 0.7513785863274074, 0.6994873817975362, 0.8057329179438639, 0.8884527569062926, 0.8217539647437923, 0.8715295082174339]""";0.763844171857771;0.8159793202841028;0.7519018520887929;0.3512290786665849
29;0.2749942122557837;"""[0.884049339222519, 0.9605095380204811, 0.8703367187353096, 0.8039699505947153, 0.8900925264547184, 0.8205968301543937, 0.8121148139761207, 0.8381676378568573, 0.861567783182674, 0.880741982446422, 0.9382679316784304, 0.8717371018333562, 0.8167493216266211, 0.8074078027270368, 0.8341553213572777, 0.8511299527583005, 0.8845731413398848, 0.8515280200366743, 0.7932505717145801, 0.8608501478739001, 0.7976443569553806, 0.8770913996330721, 0.9471284298969938, 0.8976296390353156, 0.9419637548885709]""";0.8637301605599843;0.8897368003179404;0.8555441255640743;"""[0.8073323200863952, 0.9164040316220953, 0.7588922933191884, 0.6772107129122473, 0.7543080906398372, 0.6889457923120752, 0.716708348351338, 0.7008944790065957, 0.7408439159078681, 0.7818524155953267, 0.8723907316471881, 0.7842629645230741, 0.7137345456312156, 0.6598094676216739, 0.7515903220064621, 0.7557587967438727, 0.7548000328488135, 0.7328608830029252, 0.6835534966868066, 0.7363054453660295, 0.6896971519420743, 0.8027772358951447, 0.8920031646652749, 0.8295911151304745, 0.8795250248821364]""";0.7632821111338453;0.8170582638423415;0.7520799273297544;0.35044604259904333
30;0.2742568048874515;"""[0.8857403105947911, 0.9593892577287294, 0.8764257561543018, 0.8058933773818984, 0.8954465067596431, 0.8191896650333731, 0.8111336482459128, 0.839749176956518, 0.8634726230132997, 0.8815878599085837, 0.9406071558687612, 0.8760791474558176, 0.8210452041666867, 0.8097342063263739, 0.8339951763482786, 0.8482048398026786, 0.890721867060947, 0.852129185259142, 0.7928399408848207, 0.8683007464959223, 0.7975788808961622, 0.8771708072733891, 0.9482205515273308, 0.8983160283353138, 0.9433776112593719]""";0.8654539812295218;0.8915929461623718;0.8573201996039833;"""[0.8028240066569586, 0.9167044156353152, 0.762303632776799, 0.6766283464617205, 0.7592041510526748, 0.6978376331120504, 0.7146550996964859, 0.714230614572819, 0.7415238488382897, 0.7792808486802402, 0.8730161511870216, 0.7900860492506259, 0.7158353872567538, 0.6604651089416219, 0.7481364988886278, 0.7545651228019452, 0.7570601293730749, 0.7319799519405655, 0.6853626746006756, 0.733884435074482, 0.6929936783943709, 0.8060390388200425, 0.8903930388324723, 0.8241828804367124, 0.8700316026318724]""";0.7639689738365688;0.8167903442601431;0.7523187128026022;0.3511251299155973
31;0.27374413194820524;"""[0.88685341285946, 0.9606704125107132, 0.8748285321910302, 0.8065596319475877, 0.8971377196285936, 0.8207308270891059, 0.8127839559859661, 0.8397248096203875, 0.8645712188004462, 0.8837238877350687, 0.9390506029023354, 0.8776612792474459, 0.8216894789883178, 0.8118637083415019, 0.8353704099641122, 0.8488239562538159, 0.8918590594127446, 0.8530424133155283, 0.7942970127046157, 0.8674538759404654, 0.7984437528016032, 0.8777230537489102, 0.9487993168342824, 0.8995906724006771, 0.9444496500823588]""";0.8663081060522829;0.8920466951826213;0.85844369682989;"""[0.8044372641285745, 0.9137513389215907, 0.7622160583244457, 0.6685226959420507, 0.7603662037322604, 0.6879957295342713, 0.7126462417823116, 0.7024584102811074, 0.7386045243756318, 0.7777126099706745, 0.8718252554864516, 0.7867789130424172, 0.7124044709410563, 0.6634481532224652, 0.7506589051488916, 0.7577746947679928, 0.7590028139625313, 0.7298012761493982, 0.6903845410088266, 0.7503323853944599, 0.6914019545125754, 0.8040827501161834, 0.8919099204433799, 0.8241594524253216, 0.8668970349811767]""";0.7631829439438418;0.8152056509881052;0.7512730475136744;0.35259189075810665
32;0.27389647112512905;"""[0.8871148603531547, 0.9601617660853954, 0.8766887466416639, 0.8079527552987655, 0.8961972899472277, 0.8209866642269699, 0.8133690761318324, 0.8414208068926465, 0.8656905466683938, 0.8836203825989599, 0.9410786099912521, 0.8765613202886668, 0.8210769728196539, 0.8117305570258806, 0.8368097666570393, 0.8485040395755185, 0.8928254554146101, 0.8537961808555299, 0.7946657274045039, 0.8645445800616454, 0.7996252907260132, 0.8783465772854014, 0.9483055341061274, 0.9007304207290194, 0.9454104018285787]""";0.8666885731845779;0.8926984069067359;0.8588437798202848;"""[0.8053413783545406, 0.9132835225247721, 0.7662434564275055, 0.6735268771571229, 0.7594347059705487, 0.6946559735343871, 0.7156325671380167, 0.7073469646173511, 0.7355973759050841, 0.7762364587843265, 0.8722365075406415, 0.7859889999167942, 0.7141065552372389, 0.6624050515035163, 0.7497059677268599, 0.7527859804727711, 0.7545562103497954, 0.7330218906805468, 0.6865798475329385, 0.7340431362500975, 0.699133066575398, 0.8045797315848529, 0.891434818927817, 0.8238812044890529, 0.8710816974149868]""";0.7633135978646786;0.815007052146692;0.751580126010734;0.35178139639263756
33;0.2725659034273348;"""[0.8872980003625365, 0.9608365505532928, 0.8760530206700294, 0.8100846304235612, 0.9024576933589714, 0.8187065714854586, 0.8154415338036871, 0.8451257395243095, 0.866794349427614, 0.8844893353485751, 0.9411850894656291, 0.8748704252963837, 0.8232143073651751, 0.813044373881924, 0.8367460506226451, 0.8478341250109135, 0.8983195377335897, 0.8553441300609452, 0.7943214340198322, 0.8702979386032587, 0.8023538540567697, 0.8779680818394646, 0.9490273120863781, 0.8997715005177692, 0.9455802321552711]""";0.8678866327069595;0.8932326601664226;0.8599470507210961;"""[0.8046500719084833, 0.9161874752447235, 0.7620008328920485, 0.674478724590455, 0.7497791510861065, 0.6943274357086464, 0.711230695593266, 0.7059041456169232, 0.7392030432599277, 0.781581045942449, 0.8703480635695401, 0.784964548630035, 0.7163216933643073, 0.6649036595075558, 0.7545362931775638, 0.7592801480219057, 0.7511638512920925, 0.7317783603525791, 0.6813464160052588, 0.7360285382700283, 0.700681525253638, 0.8006915861294379, 0.8924216664209785, 0.8251061905588489, 0.8738369648113697]""";0.7633100850883268;0.8163888858675618;0.7522019033121159;0.3513287179484283
34;0.2723430670164877;"""[0.8884121074720148, 0.9633216559249858, 0.8806979545808723, 0.8098700601571192, 0.9044889013728706, 0.8240098205539659, 0.8148311850516003, 0.8453346104518671, 0.8691401089187853, 0.8876661186938094, 0.9421495925385439, 0.8768535412044316, 0.8259056460574421, 0.8160162023791558, 0.8375648040353648, 0.8526691936208445, 0.8993447497769295, 0.8563037802536064, 0.7989141424561386, 0.8696084416233182, 0.800689719763243, 0.8794813657733406, 0.9499137936119287, 0.902467380233849, 0.9469653385428378]""";0.8697048086019546;0.895179640326452;0.8617607369319541;"""[0.8024201864595829, 0.9137567108704631, 0.7575321468607032, 0.6731718154073472, 0.7538727788617774, 0.6855174141983891, 0.7115178746808093, 0.6992457538100999, 0.7394210626281714, 0.7771083680915077, 0.8680250389880436, 0.784546266196976, 0.7125070623475845, 0.6614717029123744, 0.749134495072767, 0.7617866914121482, 0.7523491639701695, 0.7342885512691595, 0.6915533850921554, 0.731491846697916, 0.6953824327078337, 0.7992716996942387, 0.8901127368261408, 0.8260520307059686, 0.8713833115943578]""";0.7617168210942674;0.8147709443268086;0.7500172092045352;0.3531292823808868
35;0.2721431429272953;"""[0.8894017141545143, 0.9631554569952081, 0.8817576923076924, 0.8116743153266066, 0.9033772711856629, 0.8242989143003115, 0.8153825285425464, 0.8455847774981947, 0.8710566506837152, 0.8876262956187098, 0.9418118495742668, 0.8782731306204314, 0.8252989070980636, 0.8193859951464224, 0.8372056242996733, 0.855626318018105, 0.8986768509962387, 0.8573262838100396, 0.7989166767146954, 0.8684246428765362, 0.8035689305667925, 0.8809627666612481, 0.9495717995075101, 0.9012083936699995, 0.9471765089998758]""";0.8702700118069222;0.8949238092540998;0.8625240121915816;"""[0.8001081372131111, 0.9142889918781261, 0.7556699319276109, 0.6744158670098231, 0.7611721728643113, 0.6893056530937647, 0.7136658798918454, 0.6973727189540788, 0.739617428227439, 0.7795397034527469, 0.8708109127862805, 0.784440720412448, 0.7171158824700835, 0.6586133788420651, 0.7459278780574362, 0.7517826088805173, 0.7588968129834599, 0.7333520230535526, 0.6887246033660459, 0.727676737290555, 0.69288838558144, 0.8032038703179641, 0.8898815949175791, 0.8303264138426006, 0.8748078530977672]""";0.7621442464165061;0.8151643914644411;0.7507676400060168;0.35312827267577185
36;0.27155308633513214;"""[0.8893427103768962, 0.962564500339996, 0.8799791828694621, 0.8135472926924422, 0.9043007928195317, 0.8257213219179583, 0.8158061500376743, 0.8460618089595204, 0.8700636091394238, 0.8879775265998164, 0.9405206187790848, 0.8789988456162492, 0.8242106011157482, 0.8182291334607679, 0.8385864654151812, 0.8530036702767119, 0.8994780281438501, 0.8605395771347718, 0.799079490846682, 0.8718725523817108, 0.8026334403384932, 0.8797210656242793, 0.9509472527177899, 0.9040309823099075, 0.9473107887301894]""";0.8705810963457655;0.8954902092173824;0.8628036780770019;"""[0.8029678986066662, 0.9119471580706704, 0.7652889453318487, 0.6825290890671026, 0.7609998503230994, 0.6958648133647264, 0.7185016001456568, 0.6960966148035509, 0.7396920754682559, 0.7825016393368232, 0.8661938226618081, 0.7860659691759829, 0.7115631051989021, 0.6619452772254196, 0.7504855801267036, 0.763322182087721, 0.7606696779202229, 0.7370571908662645, 0.6899380102002567, 0.7468881823952009, 0.7026552842723528, 0.8011947100601884, 0.88956935363085, 0.8287952176797473, 0.8725422719618929]""";0.7650110207992766;0.8170960946856558;0.7532945595234112;0.35228467354350107
37;0.2708195486692903;"""[0.8894714259033711, 0.9631300844487263, 0.8805274139495904, 0.811944267790998, 0.907000425206583, 0.8272656702344114, 0.8174515592644628, 0.8450806372763962, 0.8698932616648447, 0.8887712606005889, 0.9434896543016936, 0.8797801313977129, 0.826971024275726, 0.8183874274352686, 0.837438529271719, 0.8544132125577977, 0.9028036647268151, 0.8609186213806527, 0.7970507466714996, 0.8737741807391495, 0.8040458424171959, 0.8822462964702906, 0.951516405012602, 0.9029166300447966, 0.9468728504174442]""";0.8713264489384135;0.8960702748419102;0.8634111562287952;"""[0.7986833113167068, 0.9121108048102955, 0.7602100804472611, 0.6695937184481506, 0.7519568597277408, 0.6870917599130036, 0.7110985715618314, 0.6987036973305343, 0.7341178022524414, 0.7776134645466246, 0.8705294757149409, 0.7866442596650646, 0.712169345705931, 0.6661434600960188, 0.748403371591446, 0.7517922820121089, 0.7466433699424714, 0.7306037533665795, 0.6864186860475826, 0.7271659640488057, 0.6882662076196625, 0.7962358721982878, 0.8900733159093271, 0.8259557721511449, 0.8721074681780753]""";0.7600133069840815;0.8137883945022624;0.7491249000370145;0.35481720768924485
38;0.2707967690432621;"""[0.8903432401660764, 0.9642081524317602, 0.8835575593589152, 0.8128396683503738, 0.9092300631294036, 0.8285540843386692, 0.8175018605911558, 0.8514066126473321, 0.8716204128027984, 0.8909892954384938, 0.943613041755317, 0.8818688390732782, 0.8269141122492532, 0.8177858691605598, 0.8389822936103817, 0.8587472520758492, 0.9055089923727416, 0.8601495425499259, 0.7989596681922196, 0.8714620374656449, 0.806710898918638, 0.8810994839986469, 0.9516308685568504, 0.9025013460106536, 0.9481537077551194]""";0.8725735561200022;0.8971941371301585;0.8644288479351594;"""[0.8014261273595487, 0.9137800655749834, 0.7601971822830718, 0.6732495879648619, 0.7527947225489332, 0.6858005302722164, 0.7147613063394256, 0.6944115693818675, 0.7383609372485043, 0.7811163390920854, 0.872092460763856, 0.7885422217649318, 0.7155414460292508, 0.6646572272302058, 0.7527143448304655, 0.7568777082518299, 0.7525251223413236, 0.7345720706484212, 0.6814344486963186, 0.7448397165619927, 0.6878275378529926, 0.8015591965616313, 0.8883184742143246, 0.8213073060504176, 0.8700798221047443]""";0.7619514988787283;0.814228481638607;0.7511665616654926;0.35445627603364727
39;0.2705898709276661;"""[0.8899090506549012, 0.9645132997785058, 0.8815208068121837, 0.815390012359798, 0.9078134244537368, 0.827869930560302, 0.8179529127331583, 0.8495212882809365, 0.8703140014821484, 0.8888575903612643, 0.943765336269846, 0.8799136468682623, 0.8254914957710007, 0.8178661751841121, 0.8388855957382049, 0.8555285475628929, 0.9033209478660137, 0.8609479021670813, 0.8015473640252062, 0.8698342144919107, 0.8020751469182834, 0.8818381460445391, 0.9504208769500682, 0.9044140785230679, 0.9492639825096787]""";0.8719510309746841;0.8963312134098289;0.8639384008467229;"""[0.8028125388304319, 0.9188243338135381, 0.7508985848681174, 0.671771351575456, 0.7488016265036687, 0.6762340969288696, 0.7184013606071482, 0.6934851018847694, 0.7343158378252175, 0.7755055466695127, 0.8733442693189456, 0.789030485222058, 0.7093938937954078, 0.665657512714953, 0.7484672133159846, 0.7560185168843911, 0.7481966849531315, 0.7337180040264596, 0.681896027991232, 0.7240724260440734, 0.6892088925169478, 0.8021799800745926, 0.8870812647671308, 0.8186804229215382, 0.8717973745261134]""";0.7595917339431877;0.8135128753284218;0.7488935142722734;0.35438905936772397
40;0.2696545294784361;"""[0.8918704966492919, 0.9640712531626751, 0.8871998349298934, 0.8163274181238415, 0.9126207170810235, 0.8294980199868802, 0.8207723694968255, 0.8529879151850602, 0.8732508552545976, 0.8920773729274913, 0.9452670208929064, 0.8833913275005983, 0.8286647376515293, 0.82398400998686, 0.8411259352745339, 0.859376211358971, 0.9094512886966225, 0.8624721386056514, 0.7995724637299291, 0.877667101555423, 0.8063176157948788, 0.8836887797724639, 0.9529864621294726, 0.9066392720554369, 0.9505644953324051]""";0.8748738045254104;0.8993106981769106;0.8669746485976758;"""[0.8009581499767451, 0.9156099700107508, 0.7506499949592227, 0.6700927019244001, 0.7504568567568448, 0.691011198459411, 0.7120926481781575, 0.6923377041115589, 0.7374624959941053, 0.7775051437278455, 0.8719200411118492, 0.7907527714040858, 0.7130322769516461, 0.6640841042406475, 0.7489575519258656, 0.7568468863372321, 0.7508758134020975, 0.7354431460950664, 0.6848999287077225, 0.7334548920475736, 0.6945365942873325, 0.8013470597363215, 0.8879919324596878, 0.8215744510760884, 0.8705736492663487]""";0.7609787185259442;0.8132427869307118;0.7499943242251751;0.354501565108773
41;0.26939172451361093;"""[0.8935892965861782, 0.9651972972844235, 0.8899574864457517, 0.8181369109848597, 0.9139663427221427, 0.8284091334677226, 0.8220230853752838, 0.85688017840563, 0.8748700685048494, 0.8937632922811394, 0.9469586646705842, 0.8829848700034826, 0.8302086164966855, 0.8247725149582023, 0.8428607327901781, 0.8596313360476039, 0.9117097346829552, 0.8635716480431379, 0.8041632532418002, 0.8814368553169409, 0.8059086540854496, 0.8852423100387974, 0.9536418339660734, 0.9088516395074757, 0.9510558053444025]""";0.87639166245007;0.9003774353516021;0.8683486510021521;"""[0.7987966041717043, 0.9118393433933276, 0.7560089665608276, 0.6767189964897697, 0.7420656936614334, 0.6859820439248314, 0.7163142829554237, 0.6896379022047472, 0.7343605721773345, 0.7721727963115489, 0.86707057329515, 0.7864807961277187, 0.7149605777136668, 0.6590380526979347, 0.7443735666194484, 0.7540805126121696, 0.7427772812962734, 0.7297008080432217, 0.6931098110754649, 0.7093289407530894, 0.6846749491884464, 0.8068751939396177, 0.8894926454948814, 0.8206827723794305, 0.8660383049528391]""";0.758103279521612;0.81279800282436;0.747736408889718;0.35467812603243365
42;0.26910887862132166;"""[0.8938821311918658, 0.9664681856772446, 0.8906448969839132, 0.8189830050919908, 0.9149083518803689, 0.8324077616898765, 0.8205989103747585, 0.8547159792785679, 0.8770677395074311, 0.8927545778178871, 0.9471907721101029, 0.8852987176211062, 0.8309095921999148, 0.826072165044537, 0.841375899772068, 0.86001681702469, 0.9121439801061726, 0.8646235326612346, 0.805731898697804, 0.8824705917601549, 0.8078470175114122, 0.8849252586485239, 0.9536718196614514, 0.9077664072039421, 0.9512484319787884]""";0.8769489776598323;0.9003474358833748;0.8688638919177231;"""[0.7988672645446719, 0.9143768189618631, 0.7567883275321898, 0.6752140937806507, 0.7434122392402993, 0.6754770513452568, 0.7113276003014433, 0.6909874169978051, 0.7370198674145948, 0.7784103156537173, 0.8761316215406366, 0.785152925209636, 0.7102706035060941, 0.659175282517387, 0.7491702154925968, 0.7570740985949536, 0.7465038019541511, 0.734061631195475, 0.6829365701786805, 0.7277559263646356, 0.6871098772103077, 0.8013735934944326, 0.8849998141795171, 0.8199708478022796, 0.8700673818878452]""";0.758945407476045;0.8129532015820986;0.7481339829055985;0.35470768547829007
43;0.26953128811089877;"""[0.8944683620569114, 0.9657255614449559, 0.8879527279310037, 0.8180663351617123, 0.9162308539990688, 0.8289783846054015, 0.8199634145207035, 0.8555858603046032, 0.8769742223198657, 0.8936379274670527, 0.9469437836161669, 0.8847701023704951, 0.8300241429289669, 0.8267964987015028, 0.843620822283371, 0.864577933427116, 0.9135484780758039, 0.865221204879479, 0.8051658276125095, 0.8777260893778753, 0.8109613946898332, 0.8840496582019173, 0.9534720724500296, 0.9092175209512238, 0.9511274759635966]""";0.8769922662136466;0.9008552369889381;0.8690095193220845;"""[0.8031423047095265, 0.9112040612799185, 0.7647409725221298, 0.667992035249538, 0.7503208285225363, 0.6843404716281066, 0.7116479668790593, 0.6887076825594113, 0.7376136447396179, 0.7781967727915059, 0.8680596784399017, 0.7872624567106526, 0.7119247680948138, 0.6676550157085623, 0.7493130270292367, 0.7548163391995374, 0.7483289385059786, 0.7278318533697632, 0.69516210739615, 0.7249150461871343, 0.6898789178090464, 0.8010207203448755, 0.8874425330599969, 0.8210808785074434, 0.8689965600183236]""";0.7600638232505108;0.81368829410831;0.7492785927801818;0.35465168182038936
